jour,mois,an,Num_Acc,hrmn,lum,agg,int,atm,col,com,lat,long,dep,count
27,4,18,37131205355545,271932,330,311,399,255.0,719.0,35054,839887681.0,62170708.0,110338,184
27,5,18,27848403807085,185973,252,222,310,207.0,611.0,30756,622520264.0,67858327.0,82608,138
27,6,18,47624806906073,328660,287,389,446,301.0,962.0,50182,1090720316.0,90730481.0,144644,236
27,7,18,35920404744941,252233,278,280,351,236.0,729.0,34465,804463403.0,71203353.0,102894,178
27,8,18,27041203870161,187967,199,217,228,193.0,517.0,24689,583048533.0,78954550.0,74487,134
27,9,18,41974406204228,287785,331,359,430,274.0,808.0,39871,931707141.0,86042288.0,122087,208
27,10,18,34709604929747,234699,418,295,341,341.0,749.0,35584,740248334.0,89186857.0,99677,172
27,11,18,29261004243935,206515,380,240,275,279.0,596.0,26898,618138713.0,56048646.0,85537,145
27,12,18,22198003150661,156059,304,183,256,230.0,497.0,24757,482754426.0,54483180.0,64361,110
28,1,18,24014203127803,142555,319,188,206,243.0,523.0,25978,527013453.0,49912585.0,68547,119
28,2,18,19171002491975,123211,163,153,184,186.0,402.0,17500,423284111.0,47336622.0,49980,95
28,3,18,31480804762123,204674,247,268,287,287.0,664.0,28592,682490749.0,64618720.0,87013,156
28,4,18,30068204040141,195334,303,241,314,199.0,673.0,28867,675028125.0,72063461.0,83549,149
28,5,18,32086204894787,222094,199,273,278,276.0,628.0,33911,721315550.0,62582718.0,97821,159
28,6,18,41167205985268,284562,263,340,385,303.0,821.0,35702,921878019.0,80032148.0,118310,204
28,7,18,27646603771597,194562,225,223,238,228.0,568.0,26217,604671705.0,83871603.0,79247,137
28,8,18,29462804423242,204235,240,252,282,170.0,540.0,27246,655960812.0,57227370.0,87606,146
28,9,18,44194206218505,305929,392,351,481,315.0,886.0,40404,948678878.0,108966723.0,124222,219
28,10,18,26032203652844,157857,359,203,222,266.0,578.0,23886,568502668.0,44701832.0,74897,129
28,11,18,34306005045030,231881,411,282,322,313.0,707.0,36021,743863273.0,53854709.0,98699,170
28,12,18,23207003165645,162944,277,184,242,250.0,514.0,23325,493819685.0,62740394.0,64181,115
29,1,18,27444804018260,185031,300,226,248,243.0,539.0,23420,600882226.0,60079750.0,83474,136
29,3,18,29664604522584,205691,235,242,303,209.0,595.0,26388,666131131.0,52575171.0,89694,147
29,4,18,24619603856536,165383,248,195,218,276.0,555.0,22738,549494280.0,54878701.0,76126,122
29,5,18,36324005640147,255012,243,307,346,346.0,760.0,34459,822183461.0,61881568.0,107548,180
29,6,18,45001406536090,327261,324,381,453,289.0,931.0,41889,998117659.0,101535775.0,135309,223
29,7,18,26637603200337,164299,230,209,229,187.0,596.0,29610,604711086.0,65159493.0,73067,132
29,8,18,25023203357286,160592,190,197,221,212.0,511.0,24194,549637821.0,60506654.0,71888,124
29,9,18,36122204695331,244176,349,284,377,233.0,706.0,31607,794279594.0,78116034.0,105934,179
29,10,18,30471804227384,212904,346,241,271,372.0,637.0,31279,679864403.0,67964547.0,85368,151
29,11,18,31480804795444,208031,380,261,297,306.0,663.0,30562,675862502.0,76734072.0,94878,156
29,12,18,21794402717302,137131,305,170,230,156.0,451.0,21128,484075854.0,34720936.0,60943,108
30,1,18,28857404454095,202335,316,243,261,309.0,593.0,26639,651848992.0,54335424.0,87842,143
30,3,18,32893404938956,229717,317,274,292,292.0,628.0,26185,757409731.0,40445928.0,91538,163
30,4,18,28655604558514,206489,243,239,263,261.0,631.0,24976,626190249.0,76664928.0,90567,142
30,5,18,34709605076269,234186,250,282,324,285.0,743.0,34234,761800196.0,81246283.0,99694,172
30,6,18,39149205237067,254113,313,304,346,256.0,751.0,39464,860966437.0,97555422.0,115745,194
30,7,18,25225003562668,173263,184,203,264,172.0,505.0,23094,543816586.0,63474128.0,70195,125
30,8,18,26637603442432,192463,219,207,268,199.0,507.0,21046,588052828.0,53960619.0,69121,132
30,9,18,31682604371292,197981,335,242,323,178.0,689.0,30944,703085572.0,58066475.0,88427,157
30,10,18,36727605472131,248072,362,304,382,387.0,744.0,31247,825546488.0,58728282.0,109424,182
30,11,18,47019406737643,337650,589,379,472,447.0,967.0,48588,1022091902.0,110903950.0,130958,233
30,12,18,17556602756189,120990,247,129,158,195.0,370.0,16605,377974386.0,58482825.0,52674,87
31,1,18,26234004530399,176252,299,233,273,277.0,546.0,22213,594236891.0,62156663.0,81821,130
31,3,18,27646603862631,189810,256,224,266,209.0,589.0,26349,593193881.0,81332467.0,78246,137
31,5,18,36122205320288,239007,240,292,344,301.0,727.0,33559,829459957.0,74412705.0,104116,179
31,7,18,32489804603643,220369,223,268,330,224.0,641.0,28396,683486944.0,79573631.0,89837,161
31,8,18,34911404411672,259700,289,280,379,207.0,685.0,33660,778541058.0,57035096.0,89323,173
31,10,18,35516805370657,260344,446,286,355,366.0,735.0,32980,783618066.0,64238949.0,107042,176
31,12,18,18969202746695,139067,249,151,163,214.0,398.0,18457,425622131.0,45692199.0,53591,94
